Order ID,Customer ID,Store ID,Order Date,Full Name,Raw Total,Discount Amount,Order Total
64,1185,2,2016-02-07,Corine Stuart,3239.919921875,437.98799480778,2801.93192706722
65,996,2,2016-02-08,Serafina Clemons,549.989990234375,54.9989998429865,494.990990391389
66,1253,2,2016-02-09,Susannah Fields,1599.96997070313,209.496599168146,1390.47337153498
67,526,3,2016-02-09,Lazaro Moran,5060.92993164063,637.989999741167,4422.93993189946
68,381,2,2016-02-10,Kristen Alvarez,968.97998046875,80.6985994329989,888.281381035751
69,1413,2,2016-02-10,Ophelia Decker,3409.96997070313,395.646001989335,3014.32396871379
70,50,3,2016-02-11,Cleotilde Booth,3048.96997070313,219.798501810409,2829.17146889272
71,797,2,2016-02-11,Cathey Lamb,2198.96997070313,214.897000272527,1984.0729704306
72,1386,1,2016-02-12,Cesar Wilkins,1947.96997070313,141.557499028705,1806.41247167442
73,612,2,2016-02-12,Gabriel Wagner,4569.919921875,373.892195890459,4196.02772598454
74,264,2,2016-02-13,Mariela Huffman,1669.96997070313,92.8982993739664,1577.07167132916
75,587,2,2016-02-14,Euna Lopez,9529.9599609375,765.995601156899,8763.9643597806
76,9,2,2016-02-16,Genoveva Baldwin,5232.9599609375,456.166802688201,4776.7931582493
77,385,1,2016-02-16,Rochelle Ward,2799.94995117188,371.993298553136,2427.95665261874
78,1182,2,2016-02-16,Trinidad Chapman,2315.97998046875,263.628001655608,2052.35197881314
79,529,1,2016-02-17,Ellena Clements,8327.94995117188,759.895606281409,7568.05434489047
80,397,2,2016-02-17,Jeannie Wilcox,1578.97998046875,200.798001038998,1378.18197942975
81,521,2,2016-02-17,Max Charles,4697.9599609375,699.598008471698,3998.3619524658
82,1223,2,2016-02-18,Bronwyn Vargas,4361.9599609375,772.394005650192,3589.56595528731
83,393,1,2016-02-19,Gertrude Terry,2599.96997070313,219.997000348523,2379.9729703546
84,317,2,2016-02-20,Christia Wilkins,1659.9599609375,116.197197760332,1543.76276317717
85,1174,2,2016-02-20,Aaron Knapp,6248.97998046875,321.429003478572,5927.55097699018
86,276,2,2016-02-21,Lavette Wright,7669.92993164063,802.991603315362,6866.93832832526
87,516,2,2016-02-21,Rosa Kinney,1799.9599609375,299.993998610884,1499.96596232662
88,1069,2,2016-02-21,Rodolfo Buck,9148.96997070313,868.427008856788,8280.54296184634
89,668,3,2016-02-21,Calandra Stanton,2260.96997070313,160.047499943487,2100.92247075964
90,414,2,2016-02-23,Romaine Haley,1469.97998046875,132.898299970013,1337.08168049874
91,648,1,2016-02-25,Catrice Hicks,3780.93994140625,305.095699154998,3475.84424225125
92,1309,2,2016-02-25,Kimberli Cline,1799.98999023438,179.999001705632,1619.99098852874
93,1328,1,2016-02-26,Cindie Franklin,5086.9599609375,453.105599744418,4633.85436119308
94,929,1,2016-02-27,Thurman Ellis,5670.94995117188,981.494108461367,4689.45584271051
95,218,2,2016-02-27,Casey Gill,8346.9599609375,1444.49501664184,6902.46494429566
96,1094,2,2016-02-27,Keitha Black,899.97998046875,74.998499652721,824.981480816029
97,204,2,2016-02-28,Alpha King,3338.94995117188,525.39129877406,2813.55865239781
98,1194,2,2016-02-28,Leticia Snyder,2008.9599609375,316.422997544601,1692.5369633929
99,1165,3,2016-02-29,Rikki Morrow,10139.919921875,837.989596370318,9301.93032550468
100,1237,2,2016-03-01,Luke Kramer,14761.8999023438,2341.18702219109,12420.7128801527
101,271,3,2016-03-01,Katheleen Marks,1099.97998046875,219.995999371946,879.983981096804
102,336,2,2016-03-02,Trisha Johnson,799.97998046875,45.3987993034616,754.581181165288
103,991,1,2016-03-03,Brigida Larson,8937.94995117188,875.825508336656,8062.12444283522
104,7,2,2016-03-03,Latasha Hays,1497.98999023438,119.79950129687,1378.1904889375
105,306,2,2016-03-03,Vikki Erickson,7361.9599609375,872.395008116886,6489.56495282061
106,422,3,2016-03-04,Valery Saunders,968.97998046875,96.8979994907677,872.081980977982
107,633,1,2016-03-06,Kiara Deleon,988.97998046875,143.798000189632,845.181980279118
108,12,2,2016-03-06,Robby Sykes,3420.94995117188,265.896600239539,3155.05335093234
109,1255,2,2016-03-06,Ben Stone,1009.96997070313,86.8972983079821,923.072672395143
110,677,3,2016-03-06,Launa Hull,269.989990234375,26.9989994257539,242.990990808621
111,630,2,2016-03-07,Zulema Browning,1369.96997070313,103.997598386386,1265.97237231674
112,469,2,2016-03-08,Micki Rutledge,4020.92993164063,509.191598639378,3511.73833300125
113,1078,2,2016-03-08,Theresia Barron,5611.919921875,808.289901011458,4803.63002086354
114,1431,2,2016-03-08,Mark Benton,1839.9599609375,133.996798312922,1705.96316262458
115,1369,2,2016-03-09,Starr Schneider,718.989990234375,98.89799952057,620.091990713805
116,471,2,2016-03-10,Burma Summers,599.989990234375,29.9994999587461,569.990490275629
117,740,2,2016-03-10,Gwenn Melton,1858.9599609375,214.443496847801,1644.5164640897
118,577,1,2016-03-12,Danille Mcfarland,6418.93994140625,509.325199609655,5909.61474179659
119,925,2,2016-03-12,Bryce Monroe,499.989990234375,24.9994998842403,474.990490350135
120,327,2,2016-03-14,Sharie Alvarez,6206.93994140625,490.34400144732,5716.59593995893
121,755,2,2016-03-14,Tomika Wilder,10260.9099121094,1050.1916066264,9210.71830548297
122,786,2,2016-03-14,Wallace Lane,599.989990234375,59.9989999174923,539.990990316883
123,766,2,2016-03-15,Lecia Hancock,1099.97998046875,109.997999685973,989.981980782777
124,403,1,2016-03-16,Elouise Fry,11499.9599609375,632.997805123304,10866.9621558142
125,685,2,2016-03-16,Laverne Craft,429,42.9000006392598,386.09999936074
126,1365,2,2016-03-16,Shenna Espinoza,5999.97998046875,299.999003493771,5699.98097697498
127,484,3,2016-03-17,Chelsey Boyd,6828.96997070313,496.027600406685,6332.94237029644
128,86,2,2016-03-18,Lissa Vargas,10099.919921875,1789.98801495415,8309.93190692085
129,84,2,2016-03-19,Armand Whitehead,3448.98999023438,344.899004162833,3104.09098607154
130,1049,2,2016-03-19,Marcelino Mcbride,3241.96997070313,214.93809937893,3027.0318713242
131,316,3,2016-03-19,Hortencia Graham,7439.93994140625,623.99259775033,6815.94734365592
132,46,1,2016-03-20,Monika Berg,5099.9599609375,404.997503593527,4694.96245734397
133,409,2,2016-03-20,Jerome Bolton,809.969970703125,80.9969982772618,728.972972425863
134,679,2,2016-03-20,Tuan Wolfe,3295.97998046875,257.658600685591,3038.32137978316
135,1354,2,2016-03-21,Alexandria Zamora,4789.9599609375,314.496501268394,4475.46345966911
136,1192,3,2016-03-21,Gena Owens,9999.9599609375,1699.99502044909,8299.96494048841
137,370,2,2016-03-23,Jina Cooper,569.97998046875,47.9982988315642,521.981681637186
138,438,2,2016-03-23,Katharine Herrera,1669.96997070313,213.995999282539,1455.97397142059
139,710,2,2016-03-23,Ezra Silva,1897.98999023438,132.859299882051,1765.13069035232
140,1264,2,2016-03-23,Devin Velazquez,2899.94995117188,429.991498106591,2469.95845306528
141,557,2,2016-03-25,Erlene Cook,449,89.8000013381243,359.199998661876
142,170,1,2016-03-26,Regine Gonzales,5010.9599609375,487.626003025413,4523.33395791209
143,693,2,2016-03-26,Merlin Foreman,469.989990234375,93.9979994475543,375.991990786821
144,1124,2,2016-03-26,Hubert Reilly,3599.97998046875,179.999001705632,3419.98097876312
145,366,2,2016-03-27,Lavonne Anderson,7680.96997070313,936.196010044157,6744.77396065897
146,288,1,2016-03-28,Keturah Massey,5439.919921875,674.491300995824,4765.42862087918
147,55,2,2016-03-28,Diana Guerra,1199.97998046875,239.995999669969,959.983980798781
148,714,2,2016-03-28,Senaida Thompson,269.989990234375,13.499499712877,256.490490521498
149,763,2,2016-03-28,Han Schneider,1639.9599609375,114.797197754371,1525.16276318313
150,332,1,2016-03-29,Reena Higgins,6428.9599609375,700.025605069646,5728.93435586785
151,926,1,2016-03-29,Katina Mcintosh,1028.98999023438,102.899000556752,926.090989677623
152,76,2,2016-03-29,Parker Prince,2679.93994140625,379.990595588559,2299.94934581769
153,498,2,2016-03-30,Edda Young,3459.9599609375,220.997599161246,3238.96236177625
154,1286,1,2016-03-31,Dione Pratt,549.989990234375,54.9989998429865,494.990990391389
155,371,2,2016-04-02,Loni Duncan,1799.98999023438,179.999001705632,1619.99098852874
156,357,1,2016-04-03,Sheri Cole,2225.98999023438,255.399302771983,1970.59068746239
157,43,3,2016-04-03,Mozelle Carter,10899.9699707031,849.997604361752,10049.9723663414
158,117,3,2016-04-04,Dacia William,549.989990234375,54.9989998429865,494.990990391389
159,32,1,2016-04-04,Araceli Golden,269.989990234375,53.9979988515079,215.991991382867
160,205,2,2016-04-04,Harris Pittman,3908.9599609375,266.947400447859,3642.01256048964
161,251,2,2016-04-04,Kasie Rodriquez,9369.94995117188,490.497103657396,8879.45284751448
162,31,1,2016-04-06,Williemae Holloway,2988.9599609375,269.226599954629,2719.73336098287
163,1325,2,2016-04-06,Magdalena Sherman,998.989990234375,144.799001181111,854.190989053264
164,610,2,2016-04-07,Leonore Dorsey,9167.96997070313,471.898005078703,8696.07196562442
165,574,1,2016-04-08,Adriene Rivera,6849.9599609375,387.496502356179,6462.46345858132
166,338,2,2016-04-08,Abbey Pugh,4778.98999023438,645.998007672995,4132.99198256138
167,1034,2,2016-04-08,Rico Salas,10638.9499511719,764.297508947514,9874.65244222436
168,1147,1,2016-04-09,Kandace Ayers,5471.92993164063,467.332196022186,5004.59773561844
169,99,2,2016-04-10,Carie Kidd,6290.93994140625,859.044507429667,5431.89543397658
170,1200,2,2016-04-10,Aubrey Durham,6547.9599609375,982.395510244302,5565.5644506932
171,237,1,2016-04-11,Elvera Peck,1799.98999023438,89.9995008528158,1709.99048938156
172,1079,2,2016-04-11,Cindi Ellis,899.97998046875,140.997299240795,758.982681227955
173,117,3,2016-04-11,Dacia William,2069.9599609375,193.496499465354,1876.46346147215
174,1361,2,2016-04-12,Destiny Goodman,1437.97998046875,197.79599904114,1240.18398142761
175,951,2,2016-04-13,Steve Bender,3809.94995117188,517.523000541225,3292.42695063065
176,643,2,2016-04-15,Melba Wilkinson,6061.93994140625,837.393605110565,5224.54633629569
177,121,1,2016-04-16,Lucy Woods,1199.97998046875,119.997999834985,1079.98198063377
178,756,2,2016-04-16,Graig Roth,5096.97998046875,778.528509801604,4318.45147066715
179,616,2,2016-04-17,Shery Acosta,3888.92993164063,516.791999888301,3372.13793175232
180,918,2,2016-04-17,Kristel Bullock,599.989990234375,41.9992994952172,557.990690739158
181,459,1,2016-04-18,Latosha Dalton,5389.94995117188,512.544001778126,4877.40594939375
182,854,2,2016-04-18,Phylis Adkins,2099.9599609375,126.997598729113,1972.96236220839
183,22,2,2016-04-19,Adelle Larsen,5339.9599609375,788.855006217882,4551.10495471962
184,134,2,2016-04-19,Brianna Moss,4490.96997070313,739.096007107139,3751.87396359599
185,24,1,2016-04-20,Corene Wall,2399.97998046875,149.998500770308,2249.98147969844
186,1127,2,2016-04-21,Waldo Hart,3369.97998046875,336.998003068536,3032.98197740021
187,183,2,2016-04-22,Jeniffer Ratliff,1320.98999023438,66.049500495933,1254.94048973844
188,390,2,2016-04-22,Lorrie Pollard,7999.97998046875,559.998601016992,7439.98137945176
189,1288,1,2016-04-23,Allie Conley,1199.97998046875,239.995999669969,959.983980798781
190,98,2,2016-04-23,Violet Valenzuela,3079.9599609375,533.493501602016,2546.46645933548
191,919,1,2016-04-27,Ruthanne Hoover,6499.92993164063,509.993300311473,5989.93663132915
192,728,2,2016-04-27,Viva Dawson,9047.93994140625,1129.09541114057,7918.84453026568
193,1366,1,2016-04-28,Trena Rogers,1099.97998046875,109.997999685973,989.981980782777
194,558,2,2016-04-28,Carroll Kelly,539.97998046875,107.995997703016,431.983982765734
195,727,2,2016-04-28,Kasha Sullivan,9700.92993164063,1845.68951724901,7855.24041439161
196,1247,2,2016-04-28,Tammie Cherry,6717.94995117188,478.856399411826,6239.09355176005
197,127,2,2016-04-30,Erlinda Nielsen,7299.9599609375,1264.99461245888,6034.96534847862
198,640,2,2016-05-01,Allison Nolan,6708.919921875,899.442605282122,5809.47731659288
199,760,2,2016-05-01,Marisa Chambers,4797.96997070313,692.857006725624,4105.1129639775
200,1074,2,2016-05-01,Lanelle Guerra,1139.9599609375,67.7975982641965,1072.1623626733
201,280,3,2016-05-01,Brenda Tate,5518.9599609375,902.945509060405,4616.01445187709
202,600,1,2016-05-03,Joi Reeves,4288.94995117188,250.44729975414,4038.50265141774
203,1102,3,2016-05-03,Henrietta Wagner,4355.96997070313,464.457503810488,3891.51246689264
204,591,2,2016-05-04,Danilo Holmes,1797.97998046875,151.598600191468,1646.38138027728
205,635,2,2016-05-04,Myrtie James,1639.9599609375,136.996999111727,1502.96296182577
206,743,3,2016-05-04,Tania Swanson,1099.97998046875,144.997499719225,954.982480749525
207,105,2,2016-05-05,Marget Hodge,13782.9299316406,1321.38210947041,12461.5478221702
208,815,2,2016-05-06,Leanna Manning,11387.9399414063,767.895102336051,10620.0448390702
209,514,2,2016-05-07,Clarita Curry,269.989990234375,26.9989994257539,242.990990808621
210,943,2,2016-05-07,Lynn Mcmahon,809.969970703125,126.895297099885,683.07467360324
211,1140,2,2016-05-07,Penney Hall,3048.97998046875,213.428599541479,2835.55138092727
212,1373,2,2016-05-08,Lanora Robbins,6748.94995117188,1148.89260899922,5600.05734217266
213,788,3,2016-05-08,Lilliam Nolan,269.989990234375,26.9989994257539,242.990990808621
214,363,2,2016-05-10,Kaci Gallegos,269.989990234375,26.9989994257539,242.990990808621
215,1420,2,2016-05-10,Kelsey Noble,1548.97998046875,141.427999819785,1407.55198064896
216,267,1,2016-05-11,Angelina Lloyd,1739.9599609375,113.996998769,1625.9629621685
217,716,2,2016-05-11,Sebrina Hart,3976,384.730005413294,3591.26999458671
218,1179,2,2016-05-12,Vernetta Banks,2319.9599609375,196.396799600382,2123.56316133712
219,1338,2,2016-05-12,Inez Snider,1920.97998046875,294.197501942478,1626.78247852627
220,1358,2,2016-05-12,Noble Glover,3979.92993164063,535.992300094855,3443.93763154577
221,1218,1,2016-05-13,Donovan Cantrell,3361.97998046875,235.338599634761,3126.64138083399
222,51,2,2016-05-13,Gertrud Rhodes,3048.97998046875,304.898002590209,2744.08197787854
223,1368,2,2016-05-15,Veronique Fulton,10990.9299316406,774.694005684465,10216.2359259562
224,157,1,2016-05-17,Carola Rodriquez,7429.9599609375,1013.69681163009,6416.26314930741
225,307,1,2016-05-17,Fransisca Nicholson,3269.97998046875,326.998002919525,2942.98197754923
226,501,1,2016-05-17,Tony Hicks,749.989990234375,37.4995000705048,712.49049016387
227,489,2,2016-05-17,Kirstie Vazquez,3059.9599609375,205.997000139907,2853.96296079759
228,615,2,2016-05-17,Jamika Blanchard,5769.92993164063,858.492103960113,4911.43782768051
229,742,2,2016-05-19,Evelina Manning,5441.94995117188,824.192004468918,4617.75794670296
230,1167,2,2016-05-19,Ryan Carter,3361.97998046875,235.338599634761,3126.64138083399
231,1257,2,2016-05-19,Rosamaria Meyer,6781.93994140625,888.39060137617,5893.54934003008
232,1360,1,2016-05-20,Latashia Travis,8610.93994140625,643.525604063818,7967.41433734243
233,737,2,2016-05-21,Melita Dominguez,3079.93994140625,331.193597895423,2748.74634351083
234,1435,2,2016-05-22,Merrie Fowler,9069.94995117188,1000.29350855788,8069.656442614
235,649,2,2016-05-24,Eli Contreras,9009.94995117188,459.897303866115,8550.05264730576
236,206,2,2016-05-25,Stephaine Riddle,9299.93994140625,869.994606200391,8429.94533520586
237,1351,2,2016-05-25,Carman Hardy,2879.94995117188,414.492798735399,2465.45715243648
238,1350,2,2016-05-26,Annett Rush,6779.919921875,689.98959677265,6089.93032510235
239,13,3,2016-05-27,Lashawn Ortiz,7988.93994140625,584.425599755892,7404.51434165036
240,65,2,2016-05-27,Kanesha Vega,7018.96997070313,491.327900041035,6527.64207066209
241,1082,2,2016-05-27,Divina Madden,3999.98999023438,799.998009967774,3199.9919802666
242,1168,2,2016-05-27,Almeta Benjamin,999.989990234375,199.998001027077,799.991989207298
243,802,3,2016-05-27,Barrett Sanders,9897.9599609375,512.858005019993,9385.10195591751
244,956,2,2016-05-28,Venus Hewitt,1218.97998046875,158.426999096528,1060.55298137222
245,223,2,2016-05-29,Scarlet Yates,4897.98999023438,334.899004013821,4563.09098622055
246,17,2,2016-05-30,Caren Stephens,858,171.600002557039,686.399997442961
247,928,1,2016-05-30,Joann Barber,1499.97998046875,234.997300492492,1264.98267997626
248,1376,2,2016-05-30,Kimberley Reynolds,4898.9599609375,789.89500688754,4109.06495404996
249,145,2,2016-06-01,Miquel Neal,9167.96997070313,471.898005078703,8696.07196562442
250,150,2,2016-06-01,Weldon Michael,4219.97998046875,379.098003695875,3840.88197677287
251,851,2,2016-06-01,Arlena Buckner,1139.9599609375,146.994997307584,992.964963629916
252,66,3,2016-06-01,Lorrie Becker,6710.96997070313,584.097303906348,6126.87266679678
253,1267,2,2016-06-02,Earline Gordon,3361.97998046875,235.338599634761,3126.64138083399
254,510,2,2016-06-03,Faustino Delacruz,2489.9599609375,143.297599091211,2346.66236184629
255,801,2,2016-06-03,Ophelia Rodgers,4681.93994140625,637.091300796148,4044.8486406101
256,26,2,2016-06-04,Theo Reese,1950.97998046875,181.598501241185,1769.38147922757
257,1314,1,2016-06-05,Joeann Garrison,7767.94995117188,722.79360183827,7045.15634933361
258,107,2,2016-06-06,Cecil Hopper,7397.96997070313,436.878302354646,6961.09166834848
259,413,2,2016-06-06,Ginette Edwards,5939.93994140625,713.992503315098,5225.94743809115
260,632,2,2016-06-06,Yvette Rogers,3248.9599609375,649.792001870155,2599.16795906734
261,1045,1,2016-06-08,Pasquale Hogan,2327.96997070313,172.798000621766,2155.17197008136
262,579,3,2016-06-08,Matilda Larson,6749.96997070313,352.498303033692,6397.47166766943
263,1322,2,2016-06-09,Ai Forbes,5499.9599609375,484.99630137856,5014.96365955894
264,5,1,2016-06-10,Charolette Rice,5708.93994140625,610.795603314587,5098.14433809166
265,682,2,2016-06-10,Arnita Thomas,5999.97998046875,1199.99601397508,4799.98396649367
266,933,2,2016-06-10,Lurline Rivers,1888.96997070313,180.598100135313,1708.37187056781
267,282,1,2016-06-11,Randolph Chase,9959.919921875,796.491097216786,9163.42882465821
268,540,1,2016-06-11,Shery Randolph,7939.9599609375,687.994504880823,7251.96545605668
269,764,2,2016-06-12,Terrell Mathis,3369.9599609375,206.917399113013,3163.04256182449
270,879,2,2016-06-12,Ethelyn Ray,1529.96997070313,252.994998887107,1276.97497181602
271,350,2,2016-06-13,Christoper Mccall,12571.9299316406,1109.33460875207,11462.5953228886
272,497,2,2016-06-15,Ezra Fowler,3180.96997070313,222.667898897222,2958.3020718059
273,1340,2,2016-06-16,Tona Velasquez,269.989990234375,26.9989994257539,242.990990808621
274,411,2,2016-06-17,Octavia Case,10361.9399414063,688.095601486215,9673.84433992004
275,1341,2,2016-06-17,Rozanne Reyes,8948.96997070313,472.448005086899,8476.52196561623
276,1227,2,2016-06-18,Magali Dixon,8428.9599609375,841.444602794731,7587.51535814277
277,546,2,2016-06-19,Thad Castro,2679.93994140625,481.989997416586,2197.94994398966
278,1301,1,2016-06-20,Raven Curtis,5129.9599609375,437.09589913424,4692.86406180326
279,378,2,2016-06-21,Rosalba O'neal,499.989990234375,34.9992994654149,464.99069076896
280,638,2,2016-06-21,Tomeka Higgins,1969.9599609375,137.897197852719,1832.06276308478
281,800,2,2016-06-21,Cris Dunn,8809.94995117188,632.89589926537,8177.05405190651
282,159,3,2016-06-22,Regina Burns,11799.9299316406,785.995500016183,11013.9344316244
283,181,1,2016-06-23,Olevia Pitts,4199.96997070313,389.995501416854,3809.97446928627
284,1356,2,2016-06-23,Inger Jennings,1699.96997070313,339.99399920693,1359.97597149619
285,319,1,2016-06-25,Justin Newton,2499.9599609375,162.497499979995,2337.4624609575
286,59,2,2016-06-25,Latasha Stanley,6939.92993164063,797.79160328258,6142.13832835805
287,133,2,2016-06-25,Delbert Wilkins,4219.96997070313,409.147003167078,3810.82296753605
288,780,2,2016-06-25,Ouida Gregory,12448.9699707031,1134.8970139816,11314.0729567215
289,849,2,2016-06-27,Phyllis Hill,1248.97998046875,214.697300361362,1034.28268010739
290,202,2,2016-06-28,Marni Bolton,4411.94995117188,316.936197925779,4095.0137532461
291,158,2,2016-06-29,Alane Kennedy,1479.9599609375,84.7975985175162,1395.16236241998
292,360,3,2016-06-29,Van Peters,6895.98999023438,447.699303826985,6448.29068640739
293,573,2,2016-06-30,Rubye Mccall,1367.98999023438,138.898000116616,1229.09199011776
294,732,2,2016-07-01,Lavona Austin,9718.94995117188,743.793004247442,8975.15694692443
295,1130,2,2016-07-01,Benny Bender,539.97998046875,37.7985987937391,502.181381675011
296,1245,2,2016-07-04,Gabriela Warren,8461.92993164063,1116.19260866096,7345.73732297966
297,1425,2,2016-07-04,Justina Jenkins,5799.97998046875,1159.99601337904,4639.98396708971
298,885,3,2016-07-04,Janna Hayden,5049.92993164063,424.992296578181,4624.93763506244
299,281,2,2016-07-05,Rayna Perry,6459.97998046875,787.699010761067,5672.28096970768
300,1205,2,2016-07-05,Emmaline Huber,12110.9399414063,1547.29201524395,10563.6479261623
301,17,2,2016-07-06,Caren Stephens,739.97998046875,50.4984992876425,689.481481181107
302,1375,2,2016-07-06,Carlena Salinas,3497.9599609375,582.852000203609,2915.10796073389
303,36,2,2016-07-07,Bernita Mcdaniel,4699.9599609375,234.998001548618,4464.96195938888
304,230,2,2016-07-07,Chelsey Hardin,10148.9699707031,937.447011039361,9211.52295966376
305,705,2,2016-07-07,Camille Harvey,4018.96997070313,555.42500223957,3463.54496846356
306,424,2,2016-07-09,Charleen Hurst,1818.98999023438,328.699304013249,1490.29068622113
307,695,2,2016-07-09,Christoper Gould,1059.97998046875,52.9989998131841,1006.98098065557
308,156,2,2016-07-11,Charlyn Cantrell,5167.97998046875,633.597006511643,4534.38297395711
309,211,2,2016-07-11,Gilma Dejesus,1549.97998046875,77.4990001782626,1472.48098029049
310,627,1,2016-07-12,Deloris Larson,12981.9299316406,1502.39060724723,11479.5393243934
